,County Name,State,Date,Cases,Deaths,Series_Complete_Yes,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct,Booster_Doses_Vax_Pct
1031641,Hodgeman County,KS,2021-12-21,283,10,769,42.9,46.9,20.9
1031642,Jackson County,KS,2021-12-21,2575,20,7886,59.9,66.1,32.3
1031643,Jefferson County,KS,2021-12-21,3122,51,9757,51.2,58.0,36.6
1031644,Jewell County,KS,2021-12-21,622,11,1282,44.5,48.0,42.3
1031645,Johnson County,KS,2021-12-21,88797,963,420618,69.8,87.5,29.3
1031646,Kearny County,KS,2021-12-21,971,16,1925,50.2,57.3,28.5
1031647,Kingman County,KS,2021-12-21,1398,24,3224,45.1,49.7,32.9
1031648,Kiowa County,KS,2021-12-21,454,6,1197,48.4,53.2,35.2
1031649,Labette County,KS,2021-12-21,4266,62,9192,46.9,52.4,30.9
1031650,Lane County,KS,2021-12-21,221,8,614,40.0,44.7,41.2
1031651,Leavenworth County,KS,2021-12-21,11892,135,46172,56.5,66.1,22.2
1031652,Lincoln County,KS,2021-12-21,431,6,1238,41.8,45.6,40.1
1031653,Linn County,KS,2021-12-21,1868,21,3264,33.6,37.5,31.6
1031654,Logan County,KS,2021-12-21,584,9,1245,44.6,49.2,34.5
1031655,Lyon County,KS,2021-12-21,6360,96,17963,54.1,60.1,30.6
1031656,Marion County,KS,2021-12-21,2118,35,5504,46.3,52.6,39.0
1031657,Marshall County,KS,2021-12-21,1934,32,5908,60.9,66.4,42.5
1031658,McPherson County,KS,2021-12-21,5286,98,15117,53.0,58.6,35.9
1031659,Meade County,KS,2021-12-21,790,14,1544,38.3,49.9,21.2
1031660,Miami County,KS,2021-12-21,5073,69,15474,45.2,51.2,31.9
1031661,Mitchell County,KS,2021-12-21,917,17,3054,51.1,54.0,40.9
1031662,Montgomery County,KS,2021-12-21,5944,120,13744,43.2,49.9,29.4
1031663,Morris County,KS,2021-12-21,955,22,2991,53.2,59.0,41.4
1031664,Morton County,KS,2021-12-21,475,9,1011,39.1,44.5,25.6
1031665,Nemaha County,KS,2021-12-21,2400,56,5191,50.7,54.6,40.5
1031666,Neosho County,KS,2021-12-21,3269,53,4106,25.7,31.7,39.8
1031667,Ness County,KS,2021-12-21,569,17,1369,49.8,55.3,32.0
1031668,Norton County,KS,2021-12-21,1647,32,2720,50.7,52.0,36.0
1031669,Osage County,KS,2021-12-21,2472,39,7673,48.1,53.6,34.7
1031670,Osborne County,KS,2021-12-21,557,15,1380,40.3,44.5,40.0
1031671,Ottawa County,KS,2021-12-21,887,14,2223,39.0,43.5,31.0
1031672,Pawnee County,KS,2021-12-21,1627,20,3241,50.5,54.8,39.1
1031673,Phillips County,KS,2021-12-21,1060,28,2190,41.8,45.9,34.3
1031674,Pottawatomie County,KS,2021-12-21,3487,44,9182,37.7,43.0,36.8
1031675,Pratt County,KS,2021-12-21,1438,27,4237,46.2,52.8,34.8
1031676,Rawlins County,KS,2021-12-21,584,7,1022,40.4,44.6,38.0
1031677,Reno County,KS,2021-12-21,13541,173,29253,47.2,52.5,25.4
1031678,Republic County,KS,2021-12-21,984,14,2293,49.5,52.7,33.4
1031679,Rice County,KS,2021-12-21,1749,16,3949,41.4,46.6,30.5
1031680,Riley County,KS,2021-12-21,8532,61,26954,36.3,40.7,39.7
1031681,Rooks County,KS,2021-12-21,962,13,2254,45.8,49.8,32.3
1031682,Rush County,KS,2021-12-21,589,16,1458,48.0,53.4,21.9
1031683,Russell County,KS,2021-12-21,1425,33,2816,41.1,45.7,32.1
1031684,Saline County,KS,2021-12-21,9754,185,25675,47.3,53.4,34.0
1031685,Scott County,KS,2021-12-21,936,31,2166,44.9,49.8,28.1
1031686,Sedgwick County,KS,2021-12-21,92575,1073,253132,49.1,61.0,29.6
1031687,Seward County,KS,2021-12-21,5272,53,9101,42.5,58.1,16.9
1031688,Shawnee County,KS,2021-12-21,29755,476,101978,57.7,65.5,35.7
1031689,Sheridan County,KS,2021-12-21,598,16,854,33.9,37.6,37.6
1031690,Sherman County,KS,2021-12-21,1163,13,2467,41.7,45.7,33.9
1031691,Smith County,KS,2021-12-21,490,3,1538,42.9,46.3,38.0
1031692,Stafford County,KS,2021-12-21,836,19,1820,43.8,48.7,36.6
1031693,Stanton County,KS,2021-12-21,333,7,957,47.7,53.1,26.3
1031694,Stevens County,KS,2021-12-21,1037,15,1922,35.0,40.6,28.8
1031695,Sumner County,KS,2021-12-21,3895,62,9352,41.0,46.4,30.0
1031696,Thomas County,KS,2021-12-21,1797,23,3067,39.4,43.9,36.5
1031697,Trego County,KS,2021-12-21,548,8,1068,38.1,40.3,35.9
1031698,Wabaunsee County,KS,2021-12-21,1171,18,3113,44.9,49.0,41.1
1031699,Wallace County,KS,2021-12-21,339,5,546,36.0,37.7,37.0
1031700,Washington County,KS,2021-12-21,977,17,2722,50.4,55.5,42.3
1031701,Wichita County,KS,2021-12-21,344,8,1019,48.1,51.5,34.4
1031702,Wilson County,KS,2021-12-21,1813,34,3497,41.0,45.1,30.1
1031703,Woodson County,KS,2021-12-21,518,10,1267,40.4,45.5,37.5
1031704,Wyandotte County,KS,2021-12-21,30782,372,85815,51.9,62.0,21.5
1031705,Adair County,KY,2021-12-21,3890,86,7041,36.7,41.1,32.2
1031706,Allen County,KY,2021-12-21,4224,79,7949,37.3,41.4,30.1
1031707,Anderson County,KY,2021-12-21,4042,56,11838,52.0,60.5,32.8
1031708,Ballard County,KY,2021-12-21,819,25,2825,35.8,39.7,41.8
1031709,Barren County,KY,2021-12-21,9045,176,19086,43.1,48.5,32.3
1031710,Bath County,KY,2021-12-21,1981,34,6294,50.4,55.8,33.0
1031711,Bell County,KY,2021-12-21,6146,117,11341,43.6,49.7,26.7
1031712,Boone County,KY,2021-12-21,23532,226,77858,58.3,66.1,30.0
1031713,Bourbon County,KY,2021-12-21,3727,42,10618,53.7,61.5,33.5
1031714,Boyd County,KY,2021-12-21,9794,126,21575,46.2,53.1,31.4
1031715,Boyle County,KY,2021-12-21,5830,114,16262,54.1,61.8,37.8
1031716,Bracken County,KY,2021-12-21,1426,20,3703,44.6,49.0,34.9
1031717,Breathitt County,KY,2021-12-21,2225,46,6195,49.0,55.2,30.3
1031718,Breckinridge County,KY,2021-12-21,3379,49,8357,40.8,46.2,36.9
1031719,Bullitt County,KY,2021-12-21,13566,156,34691,42.5,47.8,30.6
1031720,Butler County,KY,2021-12-21,2606,43,5457,42.4,46.3,33.3
1031721,Caldwell County,KY,2021-12-21,2639,53,6211,48.7,54.5,31.7
1031722,Calloway County,KY,2021-12-21,5527,67,16759,43.0,49.5,31.7
1031723,Campbell County,KY,2021-12-21,14303,118,55720,59.5,68.5,32.3
1031724,Carlisle County,KY,2021-12-21,726,12,1854,38.9,42.6,31.7
1031725,Carroll County,KY,2021-12-21,2290,34,4650,43.7,49.7,31.4
1031726,Carter County,KY,2021-12-21,5289,74,12320,46.0,52.5,33.0
1031727,Casey County,KY,2021-12-21,2959,61,5484,33.9,38.6,30.6
1031728,Christian County,KY,2021-12-21,11099,173,22575,32.0,36.7,24.8
1031729,Clark County,KY,2021-12-21,6088,48,18600,51.3,58.4,33.9
1031730,Clay County,KY,2021-12-21,5303,65,8288,41.6,46.8,22.2
1031731,Clinton County,KY,2021-12-21,2454,41,3927,38.4,44.6,28.3
1031732,Crittenden County,KY,2021-12-21,1422,37,3448,39.2,43.7,29.3
1031733,Cumberland County,KY,2021-12-21,1488,19,2765,41.8,45.8,32.1
1031734,Daviess County,KY,2021-12-21,19595,304,52005,51.2,56.9,37.6
1031735,Edmonson County,KY,2021-12-21,1707,34,4006,33.0,36.5,33.0
1031736,Elliott County,KY,2021-12-21,1473,13,2540,33.8,37.4,36.7
1031737,Estill County,KY,2021-12-21,2611,37,6851,48.6,54.2,32.5
1031738,Fayette County,KY,2021-12-21,56340,467,202322,62.6,73.7,35.2
1031739,Fleming County,KY,2021-12-21,2529,41,7104,48.7,53.9,35.8
1031740,Floyd County,KY,2021-12-21,7931,144,19502,54.8,60.8,31.7
1031741,Franklin County,KY,2021-12-21,8174,110,29732,58.3,65.5,38.4
1031742,Fulton County,KY,2021-12-21,866,22,3292,55.2,65.3,20.5
1031743,Gallatin County,KY,2021-12-21,1439,44,3459,39.0,42.6,30.0
1031744,Garrard County,KY,2021-12-21,3119,56,8026,45.4,50.8,32.9
1031745,Grant County,KY,2021-12-21,4946,41,11502,45.9,50.3,31.1
1031746,Graves County,KY,2021-12-21,7813,135,15918,42.7,48.1,31.9
1031747,Grayson County,KY,2021-12-21,5280,101,12721,48.1,54.1,34.3
1031748,Green County,KY,2021-12-21,2619,35,4490,41.0,45.0,33.5
1031749,Greenup County,KY,2021-12-21,7414,105,17470,49.8,58.2,31.5
1031750,Hancock County,KY,2021-12-21,1632,19,4883,56.0,63.4,37.4
1031751,Hardin County,KY,2021-12-21,20405,337,62891,56.7,65.7,25.9
1031752,Harlan County,KY,2021-12-21,6208,152,11447,44.0,49.7,31.1
1031753,Harrison County,KY,2021-12-21,3892,56,8956,47.4,52.8,36.0
1031754,Hart County,KY,2021-12-21,3937,77,6402,33.6,37.7,33.4
1031755,Henderson County,KY,2021-12-21,8829,131,21662,47.9,55.1,30.0
1031756,Henry County,KY,2021-12-21,3047,36,8161,50.6,57.2,31.2
1031757,Hickman County,KY,2021-12-21,598,22,1534,35.0,38.8,30.8
1031758,Hopkins County,KY,2021-12-21,9341,218,21772,48.7,53.9,34.6
1031759,Jackson County,KY,2021-12-21,3015,58,4566,34.3,38.2,29.8
1031760,Jefferson County,KY,2021-12-21,132829,1797,462870,60.4,70.3,34.5
1031761,Jessamine County,KY,2021-12-21,9171,110,27415,50.7,58.7,32.3
1031762,Johnson County,KY,2021-12-21,4101,75,10623,47.9,54.1,29.9
1031763,Kenton County,KY,2021-12-21,27369,308,94988,56.9,64.8,31.4
1031764,Knott County,KY,2021-12-21,2618,46,6780,45.8,50.7,35.6
1031765,Knox County,KY,2021-12-21,7889,105,10777,34.6,38.5,26.7
1031766,Laurel County,KY,2021-12-21,13822,175,23395,38.5,43.0,28.1
1031767,Lawrence County,KY,2021-12-21,3115,47,6964,45.5,52.0,31.2
1031768,Lee County,KY,2021-12-21,1867,40,3504,47.3,51.9,31.8
1031769,Leslie County,KY,2021-12-21,2407,35,4864,49.2,56.7,28.8
1031770,Letcher County,KY,2021-12-21,4414,83,10920,50.7,55.5,35.7
1031771,Lewis County,KY,2021-12-21,3015,66,4828,36.4,41.1,29.3
1031772,Lincoln County,KY,2021-12-21,4638,105,9512,38.7,43.4,30.3
1031773,Livingston County,KY,2021-12-21,1616,49,4299,46.8,52.4,30.3
1031774,Logan County,KY,2021-12-21,5501,97,13044,48.1,54.3,32.9
1031775,Lyon County,KY,2021-12-21,2088,29,4625,56.3,63.2,40.4
1031776,Madison County,KY,2021-12-21,18191,212,42122,45.3,51.1,30.8
1031777,Magoffin County,KY,2021-12-21,2583,34,5887,48.4,55.0,35.1
1031778,Marion County,KY,2021-12-21,4392,61,9107,47.3,52.9,35.9
1031779,Marshall County,KY,2021-12-21,5435,85,15925,51.2,58.0,33.6
1031780,Martin County,KY,2021-12-21,2182,39,5875,52.5,58.7,19.9
1031781,Mason County,KY,2021-12-21,2971,81,8231,48.2,53.9,38.4
1031782,McCracken County,KY,2021-12-21,11430,202,34382,52.6,60.2,32.4
1031783,McCreary County,KY,2021-12-21,3991,66,6366,36.9,41.5,27.6
1031784,McLean County,KY,2021-12-21,1723,41,4444,48.3,52.7,37.2
1031785,Meade County,KY,2021-12-21,3805,50,10161,35.6,40.8,30.6
1031786,Menifee County,KY,2021-12-21,1071,26,2754,42.4,47.2,35.5
1031787,Mercer County,KY,2021-12-21,4868,93,11355,51.8,58.4,34.1
1031788,Metcalfe County,KY,2021-12-21,2160,49,3838,38.1,42.2,34.2
1031789,Monroe County,KY,2021-12-21,2592,67,4651,43.7,48.8,32.9
1031790,Montgomery County,KY,2021-12-21,4960,71,12276,43.6,49.1,34.1
1031791,Morgan County,KY,2021-12-21,3177,17,6131,46.1,50.2,28.6
1031792,Muhlenberg County,KY,2021-12-21,6276,99,14875,48.6,53.8,36.0
1031793,Nelson County,KY,2021-12-21,9399,108,22654,49.0,55.8,30.7
1031794,Nicholas County,KY,2021-12-21,1323,27,3669,50.5,54.9,36.1
1031795,Ohio County,KY,2021-12-21,4909,89,9007,37.5,42.7,33.2
1031796,Oldham County,KY,2021-12-21,11395,112,36411,54.5,61.5,32.9
1031797,Owen County,KY,2021-12-21,1646,29,3881,35.6,39.5,34.5
1031798,Owsley County,KY,2021-12-21,1050,22,1965,44.5,49.2,27.5
1031799,Pendleton County,KY,2021-12-21,2309,29,6077,41.7,45.5,34.1
1031800,Perry County,KY,2021-12-21,6760,129,15113,58.7,67.1,30.9
1031801,Pike County,KY,2021-12-21,11837,222,29426,50.8,57.0,32.5
1031802,Powell County,KY,2021-12-21,3046,28,6105,49.4,55.7,31.2
1031803,Pulaski County,KY,2021-12-21,11955,214,28257,43.5,49.4,31.3
1031804,Robertson County,KY,2021-12-21,447,17,772,36.6,39.3,41.2
1031805,Rockcastle County,KY,2021-12-21,3473,44,6265,37.5,42.4,32.8
1031806,Rowan County,KY,2021-12-21,4359,46,11940,48.8,54.5,34.2
1031807,Russell County,KY,2021-12-21,4269,62,7797,43.5,48.6,35.0
1031808,Scott County,KY,2021-12-21,9722,71,30047,52.7,60.4,33.3
1031809,Shelby County,KY,2021-12-21,7926,124,21723,44.3,50.5,32.9
1031810,Simpson County,KY,2021-12-21,3663,70,8846,47.6,53.8,31.9
1031811,Spencer County,KY,2021-12-21,3343,43,5357,27.7,31.8,54.6
1031812,Taylor County,KY,2021-12-21,6267,99,11710,45.4,51.7,32.6
1031813,Todd County,KY,2021-12-21,1986,37,4873,39.6,45.2,28.7
1031814,Trigg County,KY,2021-12-21,2481,29,6567,44.8,50.6,34.8
1031815,Trimble County,KY,2021-12-21,1480,28,3480,41.1,47.8,27.2
1031816,Union County,KY,2021-12-21,2861,44,5604,39.0,44.5,32.2
1031817,Warren County,KY,2021-12-21,28257,298,48135,36.2,41.1,35.3
1031818,Washington County,KY,2021-12-21,2647,51,5851,48.4,54.4,33.8
1031819,Wayne County,KY,2021-12-21,3652,71,7955,39.1,45.1,31.0
1031820,Webster County,KY,2021-12-21,2623,43,5682,43.9,49.8,30.3
1031821,Whitley County,KY,2021-12-21,9613,140,15201,41.9,47.1,25.6
1031822,Wolfe County,KY,2021-12-21,1426,13,3613,50.5,56.5,34.9
1031823,Woodford County,KY,2021-12-21,3995,35,16843,63.0,72.8,38.3
1031824,Acadia Parish,LA,2021-12-21,10785,254,31022,50.0,56.0,25.3
1031825,Allen Parish,LA,2021-12-21,4838,119,8701,34.0,38.0,22.8
1031826,Ascension Parish,LA,2021-12-21,22496,249,60316,47.6,53.2,25.4
1031827,Assumption Parish,LA,2021-12-21,3734,57,8824,40.3,45.9,26.2
1031828,Avoyelles Parish,LA,2021-12-21,7454,181,17297,43.1,50.4,27.7
1031829,Beauregard Parish,LA,2021-12-21,6227,129,11956,31.9,37.7,25.2
1031830,Bienville Parish,LA,2021-12-21,2548,100,5997,45.3,51.1,28.9
1031831,Bossier Parish,LA,2021-12-21,22486,411,57956,45.6,52.6,22.4
1031832,Caddo Parish,LA,2021-12-21,40942,989,108903,45.3,52.6,28.6
1031833,Calcasieu Parish,LA,2021-12-21,35468,637,80720,39.7,46.0,23.1
1031834,Caldwell Parish,LA,2021-12-21,2338,42,3617,36.5,40.6,31.4
1031835,Cameron Parish,LA,2021-12-21,874,8,1192,17.1,19.3,22.9
1031836,Catahoula Parish,LA,2021-12-21,1840,48,3635,38.3,44.3,23.7
1031837,Claiborne Parish,LA,2021-12-21,2070,66,6162,39.3,43.4,27.6
1031838,Concordia Parish,LA,2021-12-21,3323,80,7464,38.8,46.5,17.9
1031839,De Soto Parish,LA,2021-12-21,4888,114,11053,40.2,45.6,24.4
1031840,East Baton Rouge Parish,LA,2021-12-21,65637,1176,231568,52.6,59.5,30.3
1031841,East Carroll Parish,LA,2021-12-21,1760,33,2895,42.2,48.6,28.3
1031842,East Feliciana Parish,LA,2021-12-21,4575,145,7273,38.0,42.2,30.6
1031843,Evangeline Parish,LA,2021-12-21,5970,143,12066,36.1,41.0,26.4
1031844,Franklin Parish,LA,2021-12-21,4844,142,6968,34.8,39.5,25.8
1031845,Grant Parish,LA,2021-12-21,3961,79,8934,39.9,44.2,23.9
1031846,Iberia Parish,LA,2021-12-21,12773,231,30377,43.5,50.1,27.8
1031847,Iberville Parish,LA,2021-12-21,5945,129,16891,52.0,58.5,26.8
1031848,Jackson Parish,LA,2021-12-21,2840,64,6212,39.5,43.7,25.0
1031849,Jefferson Davis Parish,LA,2021-12-21,4845,132,10923,34.8,38.9,27.1
1031850,Jefferson Parish,LA,2021-12-21,71942,1188,265651,61.4,70.1,29.2
1031851,Lafayette Parish,LA,2021-12-21,40192,411,115402,47.2,53.2,28.0
1031852,Lafourche Parish,LA,2021-12-21,18456,321,41207,42.2,48.0,25.6
1031853,Lincoln Parish,LA,2021-12-21,7378,119,18847,40.3,45.9,27.5
1031854,Livingston Parish,LA,2021-12-21,25139,387,52828,37.5,42.6,23.5
1031855,Madison Parish,LA,2021-12-21,2299,55,4502,41.1,49.6,22.7
1031856,Morehouse Parish,LA,2021-12-21,4649,117,10564,42.5,50.0,28.5
1031857,Natchitoches Parish,LA,2021-12-21,6847,137,15411,40.4,45.4,29.7
1031858,Orleans Parish,LA,2021-12-21,49851,1007,253711,65.0,75.2,32.7
1031859,Ouachita Parish,LA,2021-12-21,32740,607,64780,42.3,48.2,25.5
1031860,Plaquemines Parish,LA,2021-12-21,4130,41,13494,58.2,67.0,21.6
1031861,Pointe Coupee Parish,LA,2021-12-21,4027,85,11398,52.5,57.9,32.7
1031862,Rapides Parish,LA,2021-12-21,21855,481,60305,46.5,53.8,25.3
1031863,Red River Parish,LA,2021-12-21,1448,49,2901,34.4,38.8,22.9
1031864,Richland Parish,LA,2021-12-21,4447,80,8158,40.5,45.3,27.9
1031865,Sabine Parish,LA,2021-12-21,4615,96,8429,35.3,41.2,22.7
1031866,St. Bernard Parish,LA,2021-12-21,7179,98,21546,45.6,52.1,24.0
1031867,St. Charles Parish,LA,2021-12-21,9203,128,28243,53.2,60.1,26.6
1031868,St. Helena Parish,LA,2021-12-21,1271,19,2932,28.9,33.2,29.3
1031869,St. James Parish,LA,2021-12-21,3590,70,10252,48.6,57.9,28.2
1031870,St. John the Baptist Parish,LA,2021-12-21,6502,173,23785,55.5,64.4,24.5
1031871,St. Landry Parish,LA,2021-12-21,14555,352,31842,38.8,44.1,29.3
1031872,St. Martin Parish,LA,2021-12-21,8641,163,20328,38.0,42.5,26.0
1031873,St. Mary Parish,LA,2021-12-21,8726,229,20969,42.5,48.5,27.1
1031874,St. Tammany Parish,LA,2021-12-21,45181,738,140150,53.8,59.9,29.8
1031875,Tangipahoa Parish,LA,2021-12-21,23310,533,58386,43.3,49.5,25.4
1031876,Tensas Parish,LA,2021-12-21,567,10,2560,59.1,68.5,24.3
1031877,Terrebonne Parish,LA,2021-12-21,20113,360,46790,42.4,49.8,23.2
1031878,Union Parish,LA,2021-12-21,4342,112,9476,42.9,47.7,29.2
1031879,Vermilion Parish,LA,2021-12-21,10507,195,21284,35.8,40.9,27.8
1031880,Vernon Parish,LA,2021-12-21,6586,167,23529,49.6,56.8,13.0
1031881,Washington Parish,LA,2021-12-21,8341,222,18154,39.3,44.8,27.9
1031882,Webster Parish,LA,2021-12-21,6929,152,15539,40.5,45.9,28.2
1031883,West Baton Rouge Parish,LA,2021-12-21,4500,79,13441,50.8,56.5,26.0
1031884,West Carroll Parish,LA,2021-12-21,2208,53,4208,38.9,43.5,24.8
1031885,West Feliciana Parish,LA,2021-12-21,1516,41,13149,84.5,93.2,38.2
1031886,Winn Parish,LA,2021-12-21,2701,58,5914,42.5,47.5,19.9
1031887,Barnstable County,MA,2021-12-21,22485,551,12292,5.8,9.4,14.0
1031888,Berkshire County,MA,2021-12-21,12264,337,68673,55.0,67.1,46.7
1031889,Bristol County,MA,2021-12-21,98301,2015,345411,61.1,72.9,29.4
1031890,Dukes County,MA,2021-12-21,2212,0,655,3.8,6.5,21.7
1031891,Essex County,MA,2021-12-21,135274,2678,547691,69.4,82.0,34.2
1031892,Franklin County,MA,2021-12-21,4914,128,45173,64.4,78.2,40.7
1031893,Hampden County,MA,2021-12-21,78699,1736,285422,61.2,73.5,30.9
1031894,Hampshire County,MA,2021-12-21,14498,337,102157,63.5,75.7,44.0
1031895,Middlesex County,MA,2021-12-21,190649,4068,1216778,75.5,89.0,37.6
1031896,Norfolk County,MA,2021-12-21,76621,1929,525982,74.4,86.7,38.9
1031897,Plymouth County,MA,2021-12-21,73085,1635,340560,65.3,77.2,35.1
1031898,Suffolk County,MA,2021-12-21,123452,1974,549491,68.4,81.3,31.5
1031899,Worcester County,MA,2021-12-21,117514,2527,542825,65.4,78.8,33.3
1031900,Allegany County,MD,2021-12-21,10726,272,37433,53.2,59.4,35.6
1031901,Anne Arundel County,MD,2021-12-21,56103,795,420381,72.6,81.1,33.7
1031902,Baltimore County,MD,2021-12-21,81122,1906,553137,66.9,73.7,35.6
1031903,Calvert County,MD,2021-12-21,6086,102,60798,65.7,72.9,37.3
1031904,Caroline County,MD,2021-12-21,3614,54,17907,53.6,58.5,34.0
1031905,Carroll County,MD,2021-12-21,13004,297,117207,69.6,76.0,39.4
1031906,Cecil County,MD,2021-12-21,9651,194,55885,54.3,63.8,26.7
1031907,Charles County,MD,2021-12-21,15068,268,101993,62.5,70.3,28.9
1031908,Dorchester County,MD,2021-12-21,4507,87,17482,54.8,61.4,36.5
1031909,Frederick County,MD,2021-12-21,26247,397,186169,71.7,79.8,35.6
1031910,Garrett County,MD,2021-12-21,3909,86,13857,47.8,54.5,38.8
1031911,Harford County,MD,2021-12-21,22674,372,168153,65.8,72.9,34.0
1031912,Howard County,MD,2021-12-21,23804,287,259412,79.6,88.8,41.1
1031913,Kent County,MD,2021-12-21,1923,57,12452,64.1,73.0,44.8
1031914,Montgomery County,MD,2021-12-21,86011,1737,868896,82.7,95.0,36.2
1031915,Prince George's County,MD,2021-12-21,102652,1759,613153,67.4,78.5,26.2
1031916,Queen Anne's County,MD,2021-12-21,4274,77,31478,62.5,69.2,36.8
1031917,Somerset County,MD,2021-12-21,3471,55,11949,46.6,53.7,33.5
1031918,St. Mary's County,MD,2021-12-21,10513,176,72704,64.1,70.4,32.0
1031919,Talbot County,MD,2021-12-21,3193,58,25839,69.5,78.0,46.5
1031920,Washington County,MD,2021-12-21,22026,429,83900,55.5,61.7,35.5
1031921,Wicomico County,MD,2021-12-21,11822,236,53745,51.9,58.1,33.3
1031922,Worcester County,MD,2021-12-21,5309,125,35370,67.7,77.1,38.7
1031923,Androscoggin County,ME,2021-12-21,14779,153,71280,65.8,73.4,37.3
1031924,Aroostook County,ME,2021-12-21,6794,98,43838,65.4,71.4,45.4
1031925,Cumberland County,ME,2021-12-21,26821,265,246000,83.4,92.5,42.4
1031926,Franklin County,ME,2021-12-21,3561,41,18347,60.8,67.6,41.8
1031927,Hancock County,ME,2021-12-21,4172,62,40188,73.1,81.2,45.7
1031928,Kennebec County,ME,2021-12-21,13578,141,83058,67.9,76.4,39.4
1031929,Knox County,ME,2021-12-21,2788,18,31810,80.0,87.7,46.9
1031930,Lincoln County,ME,2021-12-21,2564,11,26878,77.6,85.3,47.4
1031931,Oxford County,ME,2021-12-21,7243,95,37309,64.4,73.6,38.4
1031932,Penobscot County,ME,2021-12-21,16354,215,103145,67.8,74.8,38.7
1031933,Piscataquis County,ME,2021-12-21,1899,16,9891,58.9,64.1,40.6
1031934,Sagadahoc County,ME,2021-12-21,2821,18,27096,75.6,81.9,42.6
1031935,Somerset County,ME,2021-12-21,6096,70,29519,58.5,64.1,38.7
1031936,Waldo County,ME,2021-12-21,3341,37,26870,67.7,75.3,41.7
1031937,Washington County,ME,2021-12-21,2667,38,21480,68.5,76.8,42.2
1031938,York County,ME,2021-12-21,22480,185,159875,77.0,88.6,37.3
1031939,Alcona County,MI,2021-12-21,1396,55,5847,56.2,57.9,41.5
1031940,Alger County,MI,2021-12-21,1057,11,5504,60.4,65.1,44.9
1031941,Allegan County,MI,2021-12-21,19758,261,57911,49.0,51.1,42.6
1031942,Alpena County,MI,2021-12-21,4422,107,15026,52.9,54.6,41.8
1031943,Antrim County,MI,2021-12-21,3076,50,12981,55.7,59.5,45.3
1031944,Arenac County,MI,2021-12-21,2311,49,7325,49.2,52.0,43.7
1031945,Baraga County,MI,2021-12-21,1465,47,4730,57.6,64.3,36.7
1031946,Barry County,MI,2021-12-21,10452,124,28372,46.1,48.0,43.6
1031947,Bay County,MI,2021-12-21,18752,461,56058,54.4,57.7,42.3
1031948,Benzie County,MI,2021-12-21,2342,52,11400,64.2,68.0,43.8
1031949,Berrien County,MI,2021-12-21,24425,374,80981,52.8,58.2,35.7
1031950,Branch County,MI,2021-12-21,8370,133,18514,42.5,45.6,38.8
1031951,Calhoun County,MI,2021-12-21,24199,446,65983,49.2,51.7,37.8
1031952,Cass County,MI,2021-12-21,8800,108,21123,40.8,46.9,30.3
1031953,Charlevoix County,MI,2021-12-21,3326,50,16157,61.8,65.0,45.9
1031954,Cheboygan County,MI,2021-12-21,3556,79,13535,53.5,56.6,42.4
1031955,Chippewa County,MI,2021-12-21,4925,63,24771,66.3,71.9,36.7
1031956,Clare County,MI,2021-12-21,5025,127,13706,44.3,46.3,43.6
1031957,Clinton County,MI,2021-12-21,13706,155,42928,53.9,56.2,45.5
1031958,Crawford County,MI,2021-12-21,1903,20,6870,49.0,52.0,44.2
1031959,Delta County,MI,2021-12-21,7008,131,21271,59.4,63.1,38.8
1031960,Dickinson County,MI,2021-12-21,4983,92,16211,64.2,70.6,31.7
1031961,Eaton County,MI,2021-12-21,17729,311,59351,53.8,56.6,43.5
1031962,Emmet County,MI,2021-12-21,4401,58,23247,69.6,73.7,43.6
1031963,Genesee County,MI,2021-12-21,69169,1283,192865,47.5,50.7,39.7
1031964,Gladwin County,MI,2021-12-21,4013,91,11665,45.8,48.6,44.4
1031965,Gogebic County,MI,2021-12-21,2288,62,8844,63.3,68.0,41.4
1031966,Grand Traverse County,MI,2021-12-21,11927,171,59811,64.3,68.1,46.0
1031967,Gratiot County,MI,2021-12-21,7788,156,17758,43.6,45.4,41.3
1031968,Hillsdale County,MI,2021-12-21,8101,166,16592,36.4,38.8,38.7
1031969,Houghton County,MI,2021-12-21,5582,66,17697,49.6,52.0,37.0
1031970,Huron County,MI,2021-12-21,6180,120,16075,51.9,54.1,47.3
1031971,Ingham County,MI,2021-12-21,40252,559,158237,54.1,57.4,42.5
1031972,Ionia County,MI,2021-12-21,11869,135,28697,44.4,46.0,39.9
1031973,Iosco County,MI,2021-12-21,3747,112,13617,54.2,57.6,40.3
1031974,Iron County,MI,2021-12-21,1836,70,6010,54.3,57.8,38.3
1031975,Isabella County,MI,2021-12-21,11093,156,29541,42.3,44.8,40.2
1031976,Jackson County,MI,2021-12-21,28048,413,78821,49.7,51.5,38.6
1031977,Kalamazoo County,MI,2021-12-21,38182,525,153744,58.0,60.3,43.4
1031978,Kalkaska County,MI,2021-12-21,2421,46,8094,44.9,47.1,41.3
1031979,Kent County,MI,2021-12-21,118499,1203,377869,57.5,59.5,39.8
1031980,Keweenaw County,MI,2021-12-21,387,11,1189,56.2,60.6,43.8
1031981,Lake County,MI,2021-12-21,1360,30,6546,55.2,57.7,36.1
1031982,Lapeer County,MI,2021-12-21,15117,309,39360,44.9,47.6,39.2
1031983,Leelanau County,MI,2021-12-21,2417,41,17265,79.3,85.8,45.9
